place,placeLabel
http://www.wikidata.org/entity/Q20165164,Q20165164
http://www.wikidata.org/entity/Q21188999,Q21188999
http://www.wikidata.org/entity/Q21194592,Q21194592
http://www.wikidata.org/entity/Q21194604,Q21194604
http://www.wikidata.org/entity/Q21194631,Q21194631
http://www.wikidata.org/entity/Q21194661,Q21194661
http://www.wikidata.org/entity/Q21194692,Q21194692
http://www.wikidata.org/entity/Q16487600,Scoglio d'Affrica Lighthouse
http://www.wikidata.org/entity/Q22949977,Q22949977
http://www.wikidata.org/entity/Q22975974,Q22975974
http://www.wikidata.org/entity/Q7826886,Torra di Punta d'Arcu
http://www.wikidata.org/entity/Q24937333,Q24937333
http://www.wikidata.org/entity/Q24937474,Q24937474
http://www.wikidata.org/entity/Q24937485,Q24937485
http://www.wikidata.org/entity/Q19606987,canton of Castagniccia
http://www.wikidata.org/entity/Q19631185,Fium Alto
http://www.wikidata.org/entity/Q18488233,Pianosa
http://www.wikidata.org/entity/Q18488344,Vallebuia
http://www.wikidata.org/entity/Q31638352,La Galera
http://www.wikidata.org/entity/Q18397484,Monte di Cote
http://www.wikidata.org/entity/Q33339508,Spiaggia di Patresi
http://www.wikidata.org/entity/Q34791117,Cervione
http://www.wikidata.org/entity/Q31621863,Monte della Fortezza
http://www.wikidata.org/entity/Q35294380,Ruisseau de Figareto
http://www.wikidata.org/entity/Q30593912,Torra di Prunete
http://www.wikidata.org/entity/Q49005233,Q49005233
http://www.wikidata.org/entity/Q49322091,Q49322091
http://www.wikidata.org/entity/Q49361593,Q49361593
http://www.wikidata.org/entity/Q49366917,Q49366917
http://www.wikidata.org/entity/Q49367015,Q49367015
http://www.wikidata.org/entity/Q49367013,Q49367013
http://www.wikidata.org/entity/Q49369839,Q49369839
http://www.wikidata.org/entity/Q49461641,Q49461641
http://www.wikidata.org/entity/Q35298108,Ruisseau de Querciole
http://www.wikidata.org/entity/Q33341064,Spiaggia di Seccheto
http://www.wikidata.org/entity/Q1601943,Q1601943
http://www.wikidata.org/entity/Q1898310,Marina di Campo
http://www.wikidata.org/entity/Q3673212,Q3673212
http://www.wikidata.org/entity/Q3709226,Q3709226
http://www.wikidata.org/entity/Q3748712,Q3748712
http://www.wikidata.org/entity/Q3904622,Q3904622
http://www.wikidata.org/entity/Q3922329,Q3922329
http://www.wikidata.org/entity/Q3931530,Q3931530
http://www.wikidata.org/entity/Q3940861,Q3940861
http://www.wikidata.org/entity/Q3948703,Q3948703
http://www.wikidata.org/entity/Q3948876,Q3948876
http://www.wikidata.org/entity/Q3971758,Q3971758
http://www.wikidata.org/entity/Q3995336,Q3995336
http://www.wikidata.org/entity/Q3995576,Q3995576
http://www.wikidata.org/entity/Q3995611,Q3995611
http://www.wikidata.org/entity/Q4012703,Q4012703
http://www.wikidata.org/entity/Q157792,Marciana
http://www.wikidata.org/entity/Q212203,Tuscan Archipelago
http://www.wikidata.org/entity/Q157805,Marciana Marina
http://www.wikidata.org/entity/Q157708,Campo nell'Elba
http://www.wikidata.org/entity/Q3947792,San Piero in Campo
http://www.wikidata.org/entity/Q14219752,Q14219752
http://www.wikidata.org/entity/Q15070141,Q15070141
http://www.wikidata.org/entity/Q962966,BOAC Flight 781
http://www.wikidata.org/entity/Q16541498,Q16541498
http://www.wikidata.org/entity/Q16555264,Q16555264
http://www.wikidata.org/entity/Q16570903,Q16570903
http://www.wikidata.org/entity/Q16577003,Q16577003
http://www.wikidata.org/entity/Q16577006,Q16577006
http://www.wikidata.org/entity/Q16579626,Q16579626
http://www.wikidata.org/entity/Q16579637,Q16579637
http://www.wikidata.org/entity/Q16579658,Q16579658
http://www.wikidata.org/entity/Q1814482,Battle of Elba
http://www.wikidata.org/entity/Q17652348,Q17652348
http://www.wikidata.org/entity/Q18419200,Q18419200
http://www.wikidata.org/entity/Q18419310,Q18419310
http://www.wikidata.org/entity/Q18488115,Q18488115
http://www.wikidata.org/entity/Q114345,Marina di Campo Airport
http://www.wikidata.org/entity/Q18785484,Q18785484
http://www.wikidata.org/entity/Q18785497,Q18785497
http://www.wikidata.org/entity/Q16571399,Le Calanche
http://www.wikidata.org/entity/Q18488314,Scotto
http://www.wikidata.org/entity/Q20165163,Q20165163
http://www.wikidata.org/entity/Q18487997,Campitelle
http://www.wikidata.org/entity/Q18488007,Capannili
http://www.wikidata.org/entity/Q21194579,Q21194579
http://www.wikidata.org/entity/Q21194601,Q21194601
http://www.wikidata.org/entity/Q21194607,Q21194607
http://www.wikidata.org/entity/Q21194610,Q21194610
http://www.wikidata.org/entity/Q21194614,Q21194614
http://www.wikidata.org/entity/Q21194669,Q21194669
http://www.wikidata.org/entity/Q21194682,Q21194682
http://www.wikidata.org/entity/Q21194686,Q21194686
http://www.wikidata.org/entity/Q21194694,Q21194694
http://www.wikidata.org/entity/Q21194696,Q21194696
http://www.wikidata.org/entity/Q21194701,Q21194701
http://www.wikidata.org/entity/Q21328951,Q21328951
http://www.wikidata.org/entity/Q21328952,Q21328952
http://www.wikidata.org/entity/Q21328953,Q21328953
http://www.wikidata.org/entity/Q21403302,Q21403302
http://www.wikidata.org/entity/Q18487965,Aia
http://www.wikidata.org/entity/Q4012768,Villa San Martin
http://www.wikidata.org/entity/Q18487984,Bonalaccia-Filetto
http://www.wikidata.org/entity/Q18488045,Colle di Palombaia
http://www.wikidata.org/entity/Q24937227,Q24937227
http://www.wikidata.org/entity/Q25409809,Q25409809
http://www.wikidata.org/entity/Q18487993,Camola
http://www.wikidata.org/entity/Q18488145,Literno
http://www.wikidata.org/entity/Q28670547,Q28670547
http://www.wikidata.org/entity/Q18488085,Gli Alzi
http://www.wikidata.org/entity/Q31638310,Monte Giove
http://www.wikidata.org/entity/Q31637186,Monte Orello
http://www.wikidata.org/entity/Q31638339,Le Filicaie
http://www.wikidata.org/entity/Q33338662,Spiaggia di Marciana Marina
http://www.wikidata.org/entity/Q16555269,Monte Poro Lighthouse
http://www.wikidata.org/entity/Q18487972,Bagno-Sprizze
http://www.wikidata.org/entity/Q18488350,Vigne Giunche
http://www.wikidata.org/entity/Q22674923,Tuscan Islands
http://www.wikidata.org/entity/Q33428322,Campo nell'Elba
http://www.wikidata.org/entity/Q34834645,Capo della Stella
http://www.wikidata.org/entity/Q34834741,Capo di Fonza
http://www.wikidata.org/entity/Q33338769,Spiaggia di Marina Di Campo
http://www.wikidata.org/entity/Q33342918,Spiaggia Laconella
http://www.wikidata.org/entity/Q34835480,Capo Pini
http://www.wikidata.org/entity/Q33171267,Golfo della Biodola
http://www.wikidata.org/entity/Q33337792,Spiaggia di Fonza
http://www.wikidata.org/entity/Q31612801,Monte Tambone
http://www.wikidata.org/entity/Q49295514,Q49295514
http://www.wikidata.org/entity/Q33171566,Golfo di Procchio
http://www.wikidata.org/entity/Q33338354,Spiaggia di Lacona
http://www.wikidata.org/entity/Q33340116,Spiaggia di Procchio
http://www.wikidata.org/entity/Q33340992,Spiaggia di Scaglieri
http://www.wikidata.org/entity/Q33344653,Spiaggia Sant'Andrea
http://www.wikidata.org/entity/Q34836004,Capo Stella
http://www.wikidata.org/entity/Q31679298,Monte Perone
http://www.wikidata.org/entity/Q33171281,Golfo della Lacona
http://www.wikidata.org/entity/Q33171342,Golfo di Campo
http://www.wikidata.org/entity/Q33335796,Spiaggia di Acquarilli
http://www.wikidata.org/entity/Q45328,Elba
http://www.wikidata.org/entity/Q157720,Capoliveri
http://www.wikidata.org/entity/Q1752113,Mount Capanne
http://www.wikidata.org/entity/Q2717958,Q2717958
http://www.wikidata.org/entity/Q157856,Portoferraio
http://www.wikidata.org/entity/Q3674334,Q3674334
http://www.wikidata.org/entity/Q3676792,Q3676792
http://www.wikidata.org/entity/Q3698745,Q3698745
http://www.wikidata.org/entity/Q3748556,Q3748556
http://www.wikidata.org/entity/Q3748572,Q3748572
http://www.wikidata.org/entity/Q3748720,Q3748720
http://www.wikidata.org/entity/Q3803177,Q3803177
http://www.wikidata.org/entity/Q3827529,Q3827529
http://www.wikidata.org/entity/Q3862287,Q3862287
http://www.wikidata.org/entity/Q3927987,Q3927987
http://www.wikidata.org/entity/Q3971627,Q3971627
http://www.wikidata.org/entity/Q3995489,Q3995489
http://www.wikidata.org/entity/Q3825570,Laghetto di Sassi Neri
http://www.wikidata.org/entity/Q157837,Porto Azzurro
http://www.wikidata.org/entity/Q1119232,Monte Calamita
http://www.wikidata.org/entity/Q3825574,Laghetto di Terra Nera
http://www.wikidata.org/entity/Q15070135,Q15070135
http://www.wikidata.org/entity/Q16541501,Q16541501
http://www.wikidata.org/entity/Q16555287,Q16555287
http://www.wikidata.org/entity/Q16610108,Q16610108
http://www.wikidata.org/entity/Q16621638,Q16621638
http://www.wikidata.org/entity/Q17638775,Q17638775
http://www.wikidata.org/entity/Q18487971,Q18487971
http://www.wikidata.org/entity/Q18488274,Q18488274
http://www.wikidata.org/entity/Q18488331,Trappola
http://www.wikidata.org/entity/Q18488152,Madonna delle Grazie
http://www.wikidata.org/entity/Q18488293,Santo Stefano
http://www.wikidata.org/entity/Q20165155,Q20165155
http://www.wikidata.org/entity/Q20165158,Q20165158
http://www.wikidata.org/entity/Q20165157,Q20165157
http://www.wikidata.org/entity/Q20165165,Q20165165
http://www.wikidata.org/entity/Q20165172,Q20165172
http://www.wikidata.org/entity/Q18488008,Capo d'Arco
http://www.wikidata.org/entity/Q18487963,Acquaviva
http://www.wikidata.org/entity/Q18487999,Campo Ai Peri
http://www.wikidata.org/entity/Q18488208,Peducelli
http://www.wikidata.org/entity/Q18488309,Schiopparello V
http://www.wikidata.org/entity/Q18487986,Brunello
http://www.wikidata.org/entity/Q21194576,Q21194576
http://www.wikidata.org/entity/Q21194618,Q21194618
http://www.wikidata.org/entity/Q21235159,Q21235159
http://www.wikidata.org/entity/Q18488203,Pareti
http://www.wikidata.org/entity/Q18488311,Schiopparello Vi
http://www.wikidata.org/entity/Q18488177,Morcone
http://www.wikidata.org/entity/Q18488153,Magazzini
http://www.wikidata.org/entity/Q18488303,Schiopparello III
http://www.wikidata.org/entity/Q18488359,Villaggio Togliatti
http://www.wikidata.org/entity/Q18488361,Viticcio
http://www.wikidata.org/entity/Q28670001,Q28670001
http://www.wikidata.org/entity/Q18488100,Innamorata
http://www.wikidata.org/entity/Q18488019,Casa del Duca
http://www.wikidata.org/entity/Q18488136,Le Foci
http://www.wikidata.org/entity/Q18488337,Valcarene
http://www.wikidata.org/entity/Q31618598,Cima del Monte
http://www.wikidata.org/entity/Q18488180,Naregno
http://www.wikidata.org/entity/Q18488297,Scaglieri
http://www.wikidata.org/entity/Q18488301,Schiopparello I
http://www.wikidata.org/entity/Q18488305,Schiopparello Iv
http://www.wikidata.org/entity/Q18488333,Val di Denari
http://www.wikidata.org/entity/Q18488339,Valdana
http://www.wikidata.org/entity/Q18488342,Valle di Lazzaro
http://www.wikidata.org/entity/Q18488352,Vigne Vecchie
http://www.wikidata.org/entity/Q33339358,Spiaggia di Ortano
http://www.wikidata.org/entity/Q16555250,Capo Focardo lighthouse
http://www.wikidata.org/entity/Q34834208,Capo Caldo
http://www.wikidata.org/entity/Q34965973,Portoferraio Port
http://www.wikidata.org/entity/Q31615995,Monte Poppe
http://www.wikidata.org/entity/Q18488098,Il Piano-San Francesco
http://www.wikidata.org/entity/Q18488187,Ortano
http://www.wikidata.org/entity/Q33344841,Spiaggia Seccione
http://www.wikidata.org/entity/Q34834072,Capo Bianco
http://www.wikidata.org/entity/Q33336037,Spiaggia Di Barbarossa
http://www.wikidata.org/entity/Q33340816,Spiaggia Di Sansone
http://www.wikidata.org/entity/Q33342882,Spiaggia La Sorgente
http://www.wikidata.org/entity/Q31679281,Innamorata
http://www.wikidata.org/entity/Q44835372,Rio
http://www.wikidata.org/entity/Q34834661,Capo della Tavola
http://www.wikidata.org/entity/Q31679264,Spiaggia Zuccale
http://www.wikidata.org/entity/Q34834485,Capo d'Enfola
http://www.wikidata.org/entity/Q34834692,Capo delle Brache
http://www.wikidata.org/entity/Q34835383,Capo Ortano
http://www.wikidata.org/entity/Q49389325,Q49389325
http://www.wikidata.org/entity/Q49391602,Q49391602
http://www.wikidata.org/entity/Q49395681,Q49395681
http://www.wikidata.org/entity/Q49395691,Q49395691
http://www.wikidata.org/entity/Q49395695,Q49395695
http://www.wikidata.org/entity/Q33171666,Golfo di Viticcio
http://www.wikidata.org/entity/Q33335960,Spiaggia di Bagnaia
http://www.wikidata.org/entity/Q33171680,Golfo Stella
http://www.wikidata.org/entity/Q33325918,Calanova
http://www.wikidata.org/entity/Q33333435,Spiaggetta di Forno
http://www.wikidata.org/entity/Q33339213,Spiaggia di Naregno
http://www.wikidata.org/entity/Q33341242,Spiaggia Di Sottobomba
http://www.wikidata.org/entity/Q1054703,Q1054703
http://www.wikidata.org/entity/Q1505444,Q1505444
http://www.wikidata.org/entity/Q1674458,Q1674458
http://www.wikidata.org/entity/Q2089906,Q2089906
http://www.wikidata.org/entity/Q2942754,Q2942754
http://www.wikidata.org/entity/Q3361279,Q3361279
http://www.wikidata.org/entity/Q3657445,Q3657445
http://www.wikidata.org/entity/Q3657473,Q3657473
http://www.wikidata.org/entity/Q3662803,Q3662803
http://www.wikidata.org/entity/Q3662822,Q3662822
http://www.wikidata.org/entity/Q3668780,Q3668780
http://www.wikidata.org/entity/Q3669082,Q3669082
http://www.wikidata.org/entity/Q3669805,Q3669805
http://www.wikidata.org/entity/Q3672561,Q3672561
http://www.wikidata.org/entity/Q3678373,Q3678373
http://www.wikidata.org/entity/Q3747512,Q3747512
http://www.wikidata.org/entity/Q3748641,Q3748641
http://www.wikidata.org/entity/Q3748717,Q3748717
http://www.wikidata.org/entity/Q3773155,Q3773155
http://www.wikidata.org/entity/Q3775818,Q3775818
http://www.wikidata.org/entity/Q3802955,Q3802955
http://www.wikidata.org/entity/Q3867957,Q3867957
http://www.wikidata.org/entity/Q3868209,Q3868209
http://www.wikidata.org/entity/Q3889910,Q3889910
http://www.wikidata.org/entity/Q3909142,Q3909142
http://www.wikidata.org/entity/Q3909250,Q3909250
http://www.wikidata.org/entity/Q3909265,Q3909265
http://www.wikidata.org/entity/Q3909272,Q3909272
http://www.wikidata.org/entity/Q3945550,Q3945550
http://www.wikidata.org/entity/Q3952495,Q3952495
http://www.wikidata.org/entity/Q3967830,Q3967830
http://www.wikidata.org/entity/Q3971936,Q3971936
http://www.wikidata.org/entity/Q3995226,Q3995226
http://www.wikidata.org/entity/Q3995337,Q3995337
http://www.wikidata.org/entity/Q3995403,Q3995403
http://www.wikidata.org/entity/Q3995775,Q3995775
http://www.wikidata.org/entity/Q3661260,Casa delle Bifore
http://www.wikidata.org/entity/Q157824,Piombino
http://www.wikidata.org/entity/Q157864,Rio nell'Elba
http://www.wikidata.org/entity/Q3663998,Cavo
http://www.wikidata.org/entity/Q3748552,Forte Falcone
http://www.wikidata.org/entity/Q3886286,Orto dei Semplici Elbano
http://www.wikidata.org/entity/Q3970495,Piombino Marittima
http://www.wikidata.org/entity/Q3970491,Piombino
http://www.wikidata.org/entity/Q3902149,piazza Giovanni Bovio
http://www.wikidata.org/entity/Q2193264,Canal of Piombino
http://www.wikidata.org/entity/Q157861,Rio Marina
http://www.wikidata.org/entity/Q1229122,Palmaiola
http://www.wikidata.org/entity/Q16541649,Q16541649
http://www.wikidata.org/entity/Q16555194,Q16555194
http://www.wikidata.org/entity/Q16601454,Q16601454
http://www.wikidata.org/entity/Q16601457,Q16601457
http://www.wikidata.org/entity/Q17637651,Q17637651
http://www.wikidata.org/entity/Q16555243,Scoglietto di Portoferraio Lighthouse
http://www.wikidata.org/entity/Q18785495,Q18785495
http://www.wikidata.org/entity/Q3825568,Laghetto delle Conche
http://www.wikidata.org/entity/Q20165166,Q20165166
http://www.wikidata.org/entity/Q20165167,Q20165167
http://www.wikidata.org/entity/Q1523715,Giglio Campese
http://www.wikidata.org/entity/Q21194586,Q21194586
http://www.wikidata.org/entity/Q21194621,Q21194621
http://www.wikidata.org/entity/Q21194666,Q21194666
http://www.wikidata.org/entity/Q21194689,Q21194689
http://www.wikidata.org/entity/Q3329470,Archaeological Museum of Populonia
http://www.wikidata.org/entity/Q7196618,Piombino Airfield
http://www.wikidata.org/entity/Q3970579,Portovecchio di Piombino
http://www.wikidata.org/entity/Q2009850,Sparviero Island
http://www.wikidata.org/entity/Q3677209,Cinema Teatro Metropolitan
http://www.wikidata.org/entity/Q18488354,Vigneria
http://www.wikidata.org/entity/Q16555272,Palmaiola Lighthouse
http://www.wikidata.org/entity/Q18488079,Gagno
http://www.wikidata.org/entity/Q16555281,Portoferraio Lighthouse
http://www.wikidata.org/entity/Q31617554,Poggio della Pagana
http://www.wikidata.org/entity/Q31628196,Poggio Terneti
http://www.wikidata.org/entity/Q33180271,Canale di Piombino
http://www.wikidata.org/entity/Q33193209,Fosso Tombolo
http://www.wikidata.org/entity/Q16555278,Piombino lighthouse
http://www.wikidata.org/entity/Q34835446,Capo Pero
http://www.wikidata.org/entity/Q34953807,Cavo Port
http://www.wikidata.org/entity/Q31637173,Monte Serra
http://www.wikidata.org/entity/Q31638378,Monte Strega
http://www.wikidata.org/entity/Q35321955,Scoglio del Corvo
http://www.wikidata.org/entity/Q33706719,Piombino
http://www.wikidata.org/entity/Q33339287,Spiaggia di Nisporto
http://www.wikidata.org/entity/Q33346143,Topinetti
http://www.wikidata.org/entity/Q16555247,Capel Rosso Lighthouse
http://www.wikidata.org/entity/Q34834258,Capo Castello
http://www.wikidata.org/entity/Q18488184,Nisporto
http://www.wikidata.org/entity/Q35321969,Scoglio di Mezzo Franco
http://www.wikidata.org/entity/Q33325908,Calamoresca
http://www.wikidata.org/entity/Q34964015,Piombino Port
http://www.wikidata.org/entity/Q34966185,Rio Marina Port
http://www.wikidata.org/entity/Q33324022,Grotte di Rio nell'Elba
http://www.wikidata.org/entity/Q33336965,Spiaggia di Capo Bianco
http://www.wikidata.org/entity/Q33327695,Mirollino
http://www.wikidata.org/entity/Q33335342,Spiaggia della Padulella
http://www.wikidata.org/entity/Q33337171,Spiaggia di Cavo
http://www.wikidata.org/entity/Q34834676,Capo della Vita
http://www.wikidata.org/entity/Q1239373,Q1239373
http://www.wikidata.org/entity/Q1245004,Costa Concordia disaster
http://www.wikidata.org/entity/Q1810193,Q1810193
http://www.wikidata.org/entity/Q204152,Giglio
http://www.wikidata.org/entity/Q2630561,Q2630561
http://www.wikidata.org/entity/Q2784233,Q2784233
http://www.wikidata.org/entity/Q3329478,Q3329478
http://www.wikidata.org/entity/Q3636129,Q3636129
http://www.wikidata.org/entity/Q3662247,Q3662247
http://www.wikidata.org/entity/Q3671706,Q3671706
http://www.wikidata.org/entity/Q3748514,Q3748514
http://www.wikidata.org/entity/Q3748554,Q3748554
http://www.wikidata.org/entity/Q3748627,Q3748627
http://www.wikidata.org/entity/Q3748624,Q3748624
http://www.wikidata.org/entity/Q3748639,Q3748639
http://www.wikidata.org/entity/Q3748683,Q3748683
http://www.wikidata.org/entity/Q3802864,Q3802864
http://www.wikidata.org/entity/Q3803282,Q3803282
http://www.wikidata.org/entity/Q3861111,Q3861111
http://www.wikidata.org/entity/Q3891212,Q3891212
http://www.wikidata.org/entity/Q3909185,Q3909185
http://www.wikidata.org/entity/Q3909217,Q3909217
http://www.wikidata.org/entity/Q3922919,Q3922919
http://www.wikidata.org/entity/Q3939427,Q3939427
http://www.wikidata.org/entity/Q3939430,Q3939430
http://www.wikidata.org/entity/Q3969395,Q3969395
http://www.wikidata.org/entity/Q3971796,Q3971796
http://www.wikidata.org/entity/Q3983250,Q3983250
http://www.wikidata.org/entity/Q3995163,Q3995163
http://www.wikidata.org/entity/Q3995421,Q3995421
http://www.wikidata.org/entity/Q3995430,Q3995430
http://www.wikidata.org/entity/Q3995434,Q3995434
http://www.wikidata.org/entity/Q3995451,Q3995451
http://www.wikidata.org/entity/Q3995459,Q3995459
http://www.wikidata.org/entity/Q3995465,Q3995465
http://www.wikidata.org/entity/Q3995491,Q3995491
http://www.wikidata.org/entity/Q3995499,Q3995499
http://www.wikidata.org/entity/Q3995511,Q3995511
http://www.wikidata.org/entity/Q3995532,Q3995532
http://www.wikidata.org/entity/Q3995538,Q3995538
http://www.wikidata.org/entity/Q3995546,Q3995546
http://www.wikidata.org/entity/Q3995600,Q3995600
http://www.wikidata.org/entity/Q3995605,Q3995605
http://www.wikidata.org/entity/Q3995615,Q3995615
http://www.wikidata.org/entity/Q3995628,Q3995628
http://www.wikidata.org/entity/Q3825918,Lago di Burano
http://www.wikidata.org/entity/Q546547,Cosa
http://www.wikidata.org/entity/Q1394400,Porto Ercole
http://www.wikidata.org/entity/Q2056693,Capalbio Scalo
http://www.wikidata.org/entity/Q3969208,Capalbio
http://www.wikidata.org/entity/Q13409862,Giglio
http://www.wikidata.org/entity/Q3970185,Montalto di Castro
http://www.wikidata.org/entity/Q691596,Fiora River
http://www.wikidata.org/entity/Q771715,Montalto di Castro Photovoltaic Power Station
http://www.wikidata.org/entity/Q1118281,Ansedonia
http://www.wikidata.org/entity/Q16555224,Q16555224
http://www.wikidata.org/entity/Q16555240,Q16555240
http://www.wikidata.org/entity/Q1523719,Giglio Castello
http://www.wikidata.org/entity/Q615128,Montalto di Castro Nuclear Power Station
http://www.wikidata.org/entity/Q18455505,Località Costa Selvaggia A
http://www.wikidata.org/entity/Q18487890,Selva Nera
http://www.wikidata.org/entity/Q18487646,Centro A
http://www.wikidata.org/entity/Q18487655,Centro E
http://www.wikidata.org/entity/Q18487937,Villaggio Grotte
http://www.wikidata.org/entity/Q1523725,Giglio Porto
http://www.wikidata.org/entity/Q17412073,Chiarone Scalo
http://www.wikidata.org/entity/Q18487589,Arenella
http://www.wikidata.org/entity/Q18487611,Cannatelli
http://www.wikidata.org/entity/Q18487661,Centro H
http://www.wikidata.org/entity/Q28376085,Giglio lighthouse
http://www.wikidata.org/entity/Q18455512,Località Infernetto
http://www.wikidata.org/entity/Q18487585,Ansedonia Sud I e III
http://www.wikidata.org/entity/Q18487608,Cala Piccola
http://www.wikidata.org/entity/Q18487651,Centro C
http://www.wikidata.org/entity/Q18487652,Centro D
http://www.wikidata.org/entity/Q15786020,Porto Ercole lighthouse
http://www.wikidata.org/entity/Q18455509,Località Costa Selvaggia B
http://www.wikidata.org/entity/Q18455527,Località Querciolare
http://www.wikidata.org/entity/Q18487658,Centro F
http://www.wikidata.org/entity/Q18487664,Centro M
http://www.wikidata.org/entity/Q18487838,Poggio Pertuso
http://www.wikidata.org/entity/Q33346345,Ultima Spiaggia
http://www.wikidata.org/entity/Q31637213,Poggio della Chiusa
http://www.wikidata.org/entity/Q18455530,Località Torre di Maremma
http://www.wikidata.org/entity/Q18487648,Centro B
http://www.wikidata.org/entity/Q18487662,Centro I
http://www.wikidata.org/entity/Q18487663,Centro L
http://www.wikidata.org/entity/Q18487763,Lo Sbarcatello
http://www.wikidata.org/entity/Q34965582,Porto Ercole
http://www.wikidata.org/entity/Q31626882,Monte Argentario
http://www.wikidata.org/entity/Q31626895,Monte Argentario
http://www.wikidata.org/entity/Q31628209,Il Telegrafo
http://www.wikidata.org/entity/Q34834552,Capo d'Uomo
http://www.wikidata.org/entity/Q34953667,Cala Galera
http://www.wikidata.org/entity/Q49320235,Q49320235
http://www.wikidata.org/entity/Q33332955,Riva del Marchese
http://www.wikidata.org/entity/Q35289391,Le Scole
http://www.wikidata.org/entity/Q33333201,Siaggia delle graticciare
http://www.wikidata.org/entity/Q1109480,Q1109480
http://www.wikidata.org/entity/Q1116955,Q1116955
http://www.wikidata.org/entity/Q736290,Ombrone
http://www.wikidata.org/entity/Q1775985,Q1775985
http://www.wikidata.org/entity/Q1817383,Q1817383
http://www.wikidata.org/entity/Q1747755,Giannella
http://www.wikidata.org/entity/Q2942561,Q2942561
http://www.wikidata.org/entity/Q3328373,Q3328373
http://www.wikidata.org/entity/Q3661429,Q3661429
http://www.wikidata.org/entity/Q3664638,Q3664638
http://www.wikidata.org/entity/Q3669028,Q3669028
http://www.wikidata.org/entity/Q3669040,Q3669040
http://www.wikidata.org/entity/Q3669049,Q3669049
http://www.wikidata.org/entity/Q3670154,Q3670154
http://www.wikidata.org/entity/Q3670634,Q3670634
http://www.wikidata.org/entity/Q3672605,Q3672605
http://www.wikidata.org/entity/Q3673344,Q3673344
http://www.wikidata.org/entity/Q3674303,Q3674303
http://www.wikidata.org/entity/Q3674404,Q3674404
http://www.wikidata.org/entity/Q3695332,Q3695332
http://www.wikidata.org/entity/Q3748663,Q3748663
http://www.wikidata.org/entity/Q3748664,Q3748664
http://www.wikidata.org/entity/Q3748671,Q3748671
http://www.wikidata.org/entity/Q3748688,Q3748688
